Visitor/Neutral,PTS,Home/Neutral,PTS
Pittsburgh,77,Syracuse,73
Notre Dame,74,Virginia,59
Clemson,72,Virginia Tech,57
Duke,63,Wake Forest,56
NC State,64,Duke,74
Wake Forest,59,Louisville,72
Georgia Tech,68,Notre Dame,71
North Carolina,65,Pittsburgh,73
Virginia Tech,76,Florida State,66
Virginia,82,Miami (FL),71
California,65,Southern Methodist,76
Syracuse,61,Stanford,70
Florida State,76,Boston College,77
Syracuse,75,California,66
North Carolina,70,Duke,87
Louisville,70,Georgia Tech,77
Notre Dame,57,Miami (FL),63
Clemson,68,NC State,58
Stanford,61,Southern Methodist,85
Virginia Tech,75,Virginia,74
Pittsburgh,74,Wake Forest,76
Virginia,73,Pittsburgh,57
Georgia Tech,89,Clemson,86
Notre Dame,60,Florida State,67
Louisville,84,Boston College,58
NC State,62,California,74
Wake Forest,79,Stanford,73
Duke,83,Syracuse,54
Southern Methodist,81,Virginia Tech,75
Wake Forest,76,California,66
Duke,71,Clemson,77
Miami (FL),78,Louisville,88
Pittsburgh,66,North Carolina,67
Virginia Tech,65,Notre Dame,63
NC State,73,Stanford,74
Boston College,86,Syracuse,95
Georgia Tech,61,Virginia,75
North Carolina,65,Clemson,85
Syracuse,84,Miami (FL),91
Pittsburgh,63,Southern Methodist,83
Notre Dame,97,Boston College,94
California,57,Duke,78
Stanford,52,Georgia Tech,60
Louisville,91,NC State,66
Florida State,72,Wake Forest,70
Stanford,70,Duke,106
Clemson,72,Florida State,46
California,88,Georgia Tech,90
Boston College,62,NC State,70
Miami (FL),65,Pittsburgh,74
Wake Forest,77,Southern Methodist,66
North Carolina,88,Syracuse,82
Virginia,73,Virginia Tech,70
Louisville,75,Notre Dame,60
Duke,80,Virginia,62
Virginia Tech,36,Boston College,54
Syracuse,69,Pittsburgh,80
Miami (FL),66,Florida State,74
NC State,73,North Carolina,97
Southern Methodist,97,Notre Dame,73
Georgia Tech,54,Boston College,69
Florida State,81,Louisville,89
Virginia Tech,81,Miami (FL),68
Wake Forest,73,NC State,85
Virginia,66,North Carolina,81
Pittsburgh,72,Notre Dame,76
Clemson,79,Southern Methodist,69
California,61,Stanford,66
North Carolina,96,Florida State,85
Duke,97,Miami (FL),60
Georgia Tech,73,Pittsburgh,67
Louisville,71,Virginia Tech,66
Southern Methodist,81,California,77
Notre Dame,68,Clemson,83
Boston College,60,Stanford,78
NC State,60,Syracuse,74
Virginia,83,Wake Forest,75
Boston College,71,California,82
Florida State,65,Duke,100
NC State,62,Georgia Tech,87
Pittsburgh,68,Louisville,79
Miami (FL),73,North Carolina,92
Southern Methodist,68,Stanford,73
Clemson,71,Virginia,58
Syracuse,95,Virginia Tech,101
Notre Dame,71,Wake Forest,74
Wake Forest,60,Duke,93
Miami (FL),74,Georgia Tech,89
Syracuse,75,Southern Methodist,77
Florida State,57,Virginia,60
North Carolina,91,Virginia Tech,59
Clemson,78,Boston College,69
California,68,Louisville,85
Pittsburgh,63,NC State,71
Stanford,54,Notre Dame,56
Virginia Tech,47,Clemson,65
Southern Methodist,69,Florida State,76
Stanford,48,Louisville,68
NC State,70,Miami (FL),72
Duke,82,North Carolina,69
California,110,Notre Dame,112
Boston College,67,Pittsburgh,93
Virginia,70,Syracuse,84
Georgia Tech,43,Wake Forest,69
